id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
20661	0	0	0	4	4	0	4	0	0
20743	0	0	4	6	2	0	6	4	4
20702	0	0	11	61	22	7	61	39	11
20784	0	0	32	98	52	8	98	46	32
20744	0	97	98	99	1	0	2	1	1
20786	0	91	99	106	7	0	15	8	8
20662	0	19	129	159	30	0	140	110	110
20826	0	151	161	180	19	0	29	10	10
20785	0	34	61	197	53	67	163	110	27
20825	0	0	6	232	40	6	232	192	6
20787	0	151	159	267	37	7	116	79	8
20788	0	233	267	269	2	0	36	34	34
20703	0	296	312	359	47	0	63	16	16
20663	0	255	271	367	40	19	112	72	16
20789	0	296	309	400	36	8	104	68	13
20745	0	255	269	535	72	33	280	208	14
20664	0	479	498	540	9	18	61	52	19
20746	0	488	496	545	10	29	57	47	8
20790	0	403	454	572	69	5	169	100	51
20665	0	562	572	601	29	0	39	10	10
20666	0	581	601	636	35	0	55	20	20
20827	0	611	636	663	27	0	52	25	25
20667	0	639	663	682	19	0	43	24	24
20747	0	664	682	728	35	6	64	29	18
20705	0	666	684	767	21	17	101	80	18
20794	0	700	738	769	14	3	69	55	38
20749	0	786	817	821	4	0	35	31	31
20748	0	717	728	846	44	36	129	85	11
20793	0	513	778	855	48	10	342	294	265
20668	0	663	688	864	16	139	201	185	25
20796	0	853	864	878	14	0	25	11	11
20792	0	467	505	943	54	17	476	422	38
20795	0	842	878	944	26	5	102	76	36
20750	0	910	945	950	5	0	40	35	35
20751	0	967	973	985	12	0	18	6	6
20828	0	943	944	1021	27	21	78	51	1
20670	0	929	985	1031	32	5	102	70	56
20797	0	938	1055	1082	24	1	144	120	117
20669	0	910	950	1090	36	50	180	144	40
20798	0	1056	1077	1096	9	2	40	31	21
20673	0	1112	1117	1141	8	1	29	21	5
20829	0	1046	1048	1167	33	20	121	88	2
20830	0	1145	1167	1168	1	0	23	22	22
20672	0	1087	1096	1179	28	30	92	64	9
20706	0	1043	1179	1224	37	1	181	144	136
20674	0	1144	1168	1236	16	20	92	76	24
20799	0	1216	1236	1250	14	0	34	20	20
20707	0	1237	1270	1294	24	0	57	33	33
20753	0	1270	1294	1320	15	2	50	35	24
20708	0	1244	1250	1334	34	6	90	56	6
20711	0	1298	1336	1354	18	0	56	38	38
20709	0	1281	1304	1356	13	28	75	62	23
20754	0	1323	1334	1395	8	42	72	64	11
20671	0	953	1360	1397	35	1	444	409	407
20832	0	1392	1410	1441	31	0	49	18	18
20831	0	1377	1397	1456	28	27	79	51	20
20833	0	1425	1456	1572	57	24	147	90	31
20752	0	1098	1124	1577	88	46	479	391	26
20712	0	1517	1584	1609	25	0	92	67	67
20713	0	1548	1577	1663	22	8	115	93	29
20710	0	1291	1619	1688	55	6	397	342	328
20714	0	1606	1609	1710	31	39	104	73	3
20715	0	1700	1710	1721	11	0	21	10	10
20716	0	1701	1725	1760	18	7	59	41	24
20802	0	1741	1742	1797	33	5	56	23	1
20755	0	1717	1721	1807	22	44	90	68	4
20800	0	1650	1866	1898	32	0	248	216	216
20675	0	1760	1769	1912	54	22	152	98	9
20801	0	1724	1807	1923	39	50	199	160	83
20756	0	1874	1898	1934	15	8	60	45	24
20717	0	1971	1996	2002	6	0	31	25	25
20791	0	410	1934	2011	63	13	1601	1538	1524
